,URLLength,DomainLength,IsDomainIP,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
URLTitleMatchScore,-0.19323380864873238,-0.32860319497057,-0.05445763265736593,0.543969380808492,0.5685599751060102,0.2962534444081959,0.331181821738635,0.16906375330188136,-0.3817706769527098,-0.041663418074353226,-0.012952509739275314,-0.03240543536574455,-0.20571102584897144,-0.2793961075590244,-0.13508452127260842,-0.31503881442920284,-0.06251928639355411,-0.13280037958736568,-0.03029908982508792,-0.33145568639437445,-0.5609440449674293,0.22074877804221127,0.1462717929299708,-0.03736858073299794,0.4170604994177883,0.9610084343550412,1.0,0.2454520559438747,0.22283438175431408,0.29716399677480343,0.006097304489232085,0.04500618475390285,0.39848810678664887,0.024254953594393367,0.14291595035539986,0.09228942044181708,0.42539410079966256,0.3028932447254501,0.26509755668322726,0.09342787650097405,0.10197101159432209,0.20385060209521147,0.07319680625508236,0.41314399901497856,0.15034468779313928,0.03663278649740103,0.19900286885771717,0.16162454929957965,0.05499431847173303,0.137574818652467,0.5394186582391073
HasFavicon,-0.09454788162582957,-0.14831653349560978,-0.03089006594553097,0.4023337494266691,0.21301970287652586,0.033452027136519125,0.2160968613809298,-0.05648760020692611,0.0037991621191004283,-0.021323054556091754,-0.008381112996566456,-0.019349127866698845,-0.10769223286863064,-0.190201174862428,-0.07192291706785917,-0.18047635721517116,-0.024657269859416048,-0.0548305001244344,-0.018764372641267738,-0.14064809430860628,-0.2018514649587827,0.34339484427459727,0.15502316781741815,-0.017776778318234352,0.27761205175195547,0.2620910508412914,0.2454520559438747,1.0,0.1716335361936798,0.3872707561644336,-0.013280074160436795,-0.04422810302303266,0.40617537320692226,0.02664933839945941,0.11883160446128337,0.09600978599475331,0.43443407339921636,0.318975410555431,0.28909053218921565,0.07237716597257288,0.15254966289470276,0.23207321076821286,0.07529413162356738,0.3901844823297903,0.1596400723961739,0.03305491649049964,0.19290834404478868,0.1825999509357764,0.05060109876027546,0.12444600225235856,0.493710661407958
Robots,-0.0737697567316917,-0.08259370114808748,-0.028260697435616718,0.3132931897579037,0.17726840689978415,0.05815012736358134,0.18093048402814585,-0.03055208176903695,-0.039196312766547566,-0.013183601873121252,-0.005227009855584477,-0.009450878828790806,-0.07911814199145607,-0.09030516517282174,-0.061815333180434376,-0.1597801023058747,-0.030156816244256836,-0.056504193811963956,-0.014674856426167542,-0.1271619618333225,-0.20891680814771452,0.2881002108581712,0.09357991782892001,0.01761916735503275,0.23462484435707062,0.23313538571767756,0.22283438175431408,0.1716335361936798,1.0,0.32123617719867853,-0.03340947146592937,-0.042074099012819936,0.3010186164998824,0.020787368298051806,0.051819972639168134,0.19600142452187122,0.3438577506418785,0.34495055591577034,0.303194557301631,0.06929287301370915,0.042723263348766916,0.11542535533837156,0.047621661744269614,0.3411178363529638,0.12370874025917612,0.04555751322215828,0.2499674797684649,0.16276285575803867,0.041145810277057354,0.2123202761994458,0.39261993295674086
IsResponsive,-0.08254865713079561,-0.1197369551941459,-0.006480620077063198,0.43341341786509063,0.20670463912373035,0.0815603390688094,0.23305947255208045,-0.017619122561272824,-0.04330624507943487,-0.010223597272916465,-0.007117824209140336,-0.012432227742750239,-0.09287333371217209,-0.1382205501799907,-0.06850717262829209,-0.1891060828346949,-0.0163814504577423,-0.051810125105873815,0.001187105205060094,-0.13352907045737128,-0.20937468075066365,0.48004066500380693,0.17063664394875816,0.006271519312082686,0.45896135477818534,0.31220189796938036,0.29716399677480343,0.3872707561644336,0.32123617719867853,1.0,-0.055956648872328665,-0.10551812376299789,0.45684870926572535,0.013539078462337047,0.13657083969077868,0.13839504217883603,0.47292121441960416,0.4106781824902698,0.39989889342679147,0.1605097515939289,0.1871145397028196,0.2814499106135654,0.07076268893588603,0.4638558276109826,0.16366508444379718,0.0488022005811597,0.2706356517684789,0.1892305033202347,0.0839096464184538,0.1378524401636235,0.5486075477021791
NoOfURLRedirect,0.02997477445789747,0.019386703995570267,0.023496634641634248,-0.06083958889428485,-0.031916127348381035,-0.008145209206900995,-0.03598065052979788,-0.005091861459562235,-0.009067489565820989,0.005858602849725115,-0.0012909668753401883,0.004020179518435727,0.03537597194464184,0.030569141859938764,0.015821018472153666,0.014810427192935188,0.013525303309743435,0.006694893058238998,0.021406037262721774,0.027163039836476867,0.03210429078180644,0.004520343837427657,0.05726729290905663,0.0008759428093037242,0.014514332648874558,-0.00322718146793221,0.006097304489232085,-0.013280074160436795,-0.03340947146592937,-0.055956648872328665,1.0,0.5209045141609563,-0.012409285955453191,0.013573270595825434,0.06040492435546441,-0.0102184931072829,-0.013033021037564227,0.014240083595939835,0.02484756545111395,0.10798395210157544,0.027643879527420506,0.06240511735375225,0.008766367767544952,-0.004488236371299765,0.04313471106598807,0.006060756634368091,0.030115457619282186,0.024281468136147098,0.015263692392864731,0.006177273284397643,-0.046456137850176125
NoOfSelfRedirect,-0.0051677940448874235,-0.04680266790493819,-0.010230958692633985,-0.0496342921776593,0.019088593648967388,-0.03688361683485982,-0.030074470707791373,-0.05735619674593691,-0.02395743779880316,-0.008802937492924053,-0.0024665208071571482,-0.006738965587337109,-0.00147881189491403,-0.01655297791719504,-0.007463938392848584,-0.012484483942396003,0.005443298989021395,0.0026739873554001317,-0.005141073206242893,-0.01432706475422361,-0.016629274936996338,-0.13595022467254986,0.009543967089484589,-0.010293852495521469,0.06515816452661125,0.03901212651151976,0.04500618475390285,-0.04422810302303266,-0.042074099012819936,-0.10551812376299789,0.5209045141609563,1.0,-0.06029702483362707,0.0016740341657838901,0.0082940575873431,-0.008220140828575796,-0.04976239489310198,-0.04686375398521039,-0.03868911979872742,-0.004501117977866026,-0.014658454038448154,-0.019333615220815985,-0.004852683075895943,-0.0499653519484375,0.008913493877780803,0.001613233829242984,-0.012178347166279423,-0.004282533950347476,-0.0010331637483015899,-0.0004996821085913815,-0.07646302933726291
HasDescription,-0.14910414518410958,-0.2028211705216636,-0.021517965870558597,0.5901952250785205,0.3407221550566165,0.1190608016492038,0.3298539784894221,-0.04963302216247004,-0.03166843854327596,-0.03648591156389041,-0.011134682458836523,-0.028880558454801454,-0.16564447883645544,-0.23996563231419218,-0.11359217073321862,-0.29683942255360934,-0.0421828879544347,-0.1090419448095635,-0.006920904626586187,-0.24418566626364963,-0.37924791336419017,0.43174326247828,0.20856315383577484,-0.028222208006778524,0.353031405558286,0.4264633244023462,0.39848810678664887,0.40617537320692226,0.3010186164998824,0.45684870926572535,-0.012409285955453191,-0.06029702483362707,1.0,0.024344797501697338,0.1949701081256158,0.13316611868645717,0.577114496511027,0.41014194580505675,0.3718407316905572,0.14901376506021233,0.17675453577865033,0.30738785950654185,0.07999109385866403,0.5530170310666135,0.22949675988380788,0.04347601431949191,0.26880797052388306,0.23050567631805288,0.08810586059261089,0.1624749877907344,0.6902317838721203
NoOfPopup,-0.010952412674526383,-0.012502163337866268,-0.002794535256740633,0.04104182722331839,0.021261697356721992,0.005315806586304268,0.019266909202806024,-0.006564684647451367,-0.00022122369792799377,-0.0025770073566638353,-0.0007574255373293223,-0.002070344890122421,-0.012029345537455575,-0.016221117437842637,-0.008518030403495877,-0.020612914913803442,-0.003693323355541553,-0.008383191161770501,-0.0017123567954989856,-0.017132427377323504,-0.025299127446559315,0.028556967876521462,0.036931460740658825,-0.0017417206231953354,0.020926224100802446,0.026376377045114054,0.024254953594393367,0.02664933839945941,0.020787368298051806,0.013539078462337047,0.013573270595825434,0.0016740341657838901,0.024344797501697338,1.0,0.023972933896560175,0.011636659569802418,0.04697407956945239,0.03503058086828576,0.021572453459743977,0.004761149837911259,0.012377072929877546,0.02083905997813748,0.0060902093989298,0.03445688816313076,0.04726254119947484,0.004689252051508494,0.025586769588825307,0.045823142411206524,0.007966535342151691,0.05595829228599352,0.04739104099530867
NoOfiFrame,-0.04487497167017706,-0.05168687813545145,-0.009740947061405094,0.1912076585843427,0.1271505255273586,0.09321939824257545,0.11557471415296572,0.014930432542647056,-0.018186767088409404,-0.009998043995465564,-0.0031233163397739994,-0.0076621837576979135,-0.048431994194012104,-0.054833448093683845,-0.037207521924997905,-0.09520416948311043,-0.013536311651346668,-0.03456814934312296,-0.0042960653086659825,-0.08168520622469146,-0.14503354983799494,0.1404947845137246,0.21840851313587456,0.004276803835539677,0.10395192158062178,0.15251590003529478,0.14291595035539986,0.11883160446128337,0.051819972639168134,0.13657083969077868,0.06040492435546441,0.0082940575873431,0.1949701081256158,0.023972933896560175,1.0,0.026096813850744204,0.22967316411828542,0.20875739820564762,0.2077384142575009,0.2724770680087472,0.26227881306312595,0.2504029332172274,0.044734372329819985,0.20051561768179263,0.24049961185437865,0.025480307133398664,0.16463140496072406,0.13448087531326153,0.09118203123817424,0.08883053440231602,0.22582228184745096
HasExternalFormSubmit,-0.03544349299974047,-0.03856029795721725,-0.007987871749082663,0.13920238394543874,0.08603644593877963,0.027294486534134462,0.07697956054692857,-0.015032705236407509,-0.004434588258501021,-0.0069994667633129495,-0.002610721778021944,-0.0056604909164424564,-0.03938774054094592,-0.049074746750333666,-0.02636875454866957,-0.06251394988305621,-0.012977999581085259,-0.02724940096187498,-0.006153428994511616,-0.057011123364711994,-0.0901992621228165,0.10021141538507294,0.0654583510494193,-0.002173117868848143,0.08573333523655784,0.09937450285750594,0.09228942044181708,0.09600978599475331,0.19600142452187122,0.13839504217883603,-0.0102184931072829,-0.008220140828575796,0.13316611868645717,0.011636659569802418,0.026096813850744204,1.0,0.167007144564049,0.21629165011426457,0.17367033335758172,0.10110887058320941,0.028365188263604714,0.09010514371366861,0.030533169375878157,0.15198235890163964,0.05964185988438695,0.02372335367856818,0.11847478645676192,0.08029275364688068,0.03618969052254688,0.10356364048465648,0.167573506543909
HasSocialNet,-0.18090878784807268,-0.21605472001851753,-0.0464322038572984,0.6736904232566364,0.38069416452791893,0.09784288361184351,0.37871289694388627,-0.05772382821156144,-0.009581384644306004,-0.040297894185430866,-0.012009039501702767,-0.03233926528809957,-0.19934896528231796,-0.27627050379794316,-0.138908610470652,-0.3384763277113953,-0.05971464311221875,-0.13580013725546666,-0.027202349201066383,-0.283350735346469,-0.4300952982514862,0.479354800980931,0.26063753556711633,-0.026013735183665027,0.36278840662760736,0.46020838922618346,0.42539410079966256,0.43443407339921636,0.3438577506418785,0.47292121441960416,-0.013033021037564227,-0.04976239489310198,0.577114496511027,0.04697407956945239,0.22967316411828542,0.167007144564049,1.0,0.5081094446404847,0.45254783580624247,0.13029199734992014,0.16914491208731897,0.333931930070648,0.08592045936826051,0.6074791764401256,0.2608038530350568,0.0626652441411592,0.3551437432393425,0.29387041833397254,0.10357966374191727,0.23900183030010733,0.7842545048611176
HasSubmitButton,-0.06742047513415779,-0.11107657167084642,-0.01148940727905063,0.4482273583033657,0.24525687810272911,0.06300359136324911,0.2508705630908651,-0.046550268443675026,0.0010148057256060368,0.006663126753918146,0.0006808118617588786,-0.0008710035577924274,-0.07749528672683277,-0.14680928855277856,-0.06219078612937597,-0.21856578098698087,-0.014693747472091472,-0.04312774755173618,0.011716391869656805,-0.14595820601095813,-0.28632638072677014,0.3933630060768322,0.22453915063938112,0.005233586897781838,0.31327789212142465,0.320470435591779,0.3028932447254501,0.318975410555431,0.34495055591577034,0.4106781824902698,0.014240083595939835,-0.04686375398521039,0.41014194580505675,0.03503058086828576,0.20875739820564762,0.21629165011426457,0.5081094446404847,1.0,0.5501335320650812,0.316392605112067,0.20553629045560762,0.31325559930670427,0.09341868225781855,0.5138478418530569,0.2161134521315349,0.05630005174545624,0.30128970855992704,0.26924170313542145,0.0956109363377487,0.22066509307979762,0.5785609362364157
HasHiddenFields,-0.07255070570396357,-0.11188153540186313,-0.011961625432499,0.4046549673475182,0.22021307527034248,0.07543992959233778,0.21364489711874968,-0.009889711057787395,-0.009476813185042015,0.004395748877492063,0.003493510405720351,-0.00010018825008041209,-0.08514109504795055,-0.14926329926957244,-0.05713340141622241,-0.17155431022911768,-0.011113634339142616,-0.041419457075136674,0.017725278612389667,-0.13214781130814837,-0.23455338358867578,0.368530748448128,0.221019623464342,0.001742549367538327,0.3059932284534917,0.2825650220720529,0.26509755668322726,0.28909053218921565,0.303194557301631,0.39989889342679147,0.02484756545111395,-0.03868911979872742,0.3718407316905572,0.021572453459743977,0.2077384142575009,0.17367033335758172,0.45254783580624247,0.5501335320650812,1.0,0.2583847123568618,0.22581552517269746,0.3457925675330228,0.09208594342932935,0.4392929808068255,0.20317695610809067,0.058011783687229375,0.30354560307458894,0.23201990959558938,0.09645935893825654,0.17221216448627338,0.5077314631770536
HasPasswordField,0.02156111230334522,0.009409024311438982,-0.008418555118621895,0.06155264537600074,0.07502633885773213,0.0703097075123692,0.04604629409073358,0.006106787107106912,-0.0445502522571289,0.018351933566874735,0.006897108255944189,0.014638042021333664,0.0233828994524085,0.024449389194239918,0.00882227179915403,-0.022151480197221348,0.007295612031748813,0.01410604637650191,0.005485889229624976,-0.0032266259446954025,-0.07444618747347995,0.1313486034060802,0.16113985092737362,0.02526502483870764,0.12084399857800983,0.08538818734439135,0.09342787650097405,0.07237716597257288,0.06929287301370915,0.1605097515939289,0.10798395210157544,-0.004501117977866026,0.14901376506021233,0.004761149837911259,0.2724770680087472,0.10110887058320941,0.13029199734992014,0.316392605112067,0.2583847123568618,1.0,0.2523725771078034,0.24929885759834197,0.025698477561989935,0.18447129875665955,0.15875128385411238,0.022352416551119154,0.14566100542682806,0.09848883908133158,0.09796002909024802,0.05024125972028539,0.13818288763616843
Bank,-0.03173439766549624,-0.03994352153193041,-0.01570773971487739,0.15128994115718564,0.09580914901323986,0.08544108649374925,0.0725227109848568,0.008312568317999227,-0.035304087982251,-0.006924362796002912,0.0047572551119422005,-0.005004544456584997,-0.038875114818229535,-0.051357747508177586,-0.017051455815369557,-0.041966561203440604,-0.008107510942718225,-0.030802175763919033,-0.002159217550703345,-0.041399960327973453,-0.07045136996611057,0.16213470945151684,0.18476688797626706,0.026350696929094343,0.12750748722064373,0.11021245932167842,0.10197101159432209,0.15254966289470276,0.042723263348766916,0.1871145397028196,0.027643879527420506,-0.014658454038448154,0.17675453577865033,0.012377072929877546,0.26227881306312595,0.028365188263604714,0.16914491208731897,0.20553629045560762,0.22581552517269746,0.2523725771078034,1.0,0.3407621558095867,0.1187113897174403,0.195080430754712,0.20120778186563384,0.016398921064785847,0.1290079196570756,0.16006972097974814,0.08434265336042195,0.10308487070765056,0.18895899537842972
Pay,-0.057815699020767095,-0.06589461793206658,-0.013863379059841025,0.29154219360393113,0.17914516635197517,0.11149383029901055,0.1623233031041187,0.023103421685533226,-0.024983117809365248,-0.009674085861771922,0.0014812215546161573,-0.008352966299668972,-0.06684544956480475,-0.09006976921282274,-0.04131453368027973,-0.10998022815930622,-0.01650931325969929,-0.050671072283080286,-0.0013143446176269663,-0.10351529849742024,-0.18417450419326162,0.2639653023870688,0.2296688094506241,0.033250890313422585,0.20124695492863834,0.2195849306880853,0.20385060209521147,0.23207321076821286,0.11542535533837156,0.2814499106135654,0.06240511735375225,-0.019333615220815985,0.30738785950654185,0.02083905997813748,0.2504029332172274,0.09010514371366861,0.333931930070648,0.31325559930670427,0.3457925675330228,0.24929885759834197,0.3407621558095867,1.0,0.1140329641895893,0.2990466550973784,0.20337616664700897,0.035918957611467316,0.21435631513905987,0.19780012397072724,0.08986230307983106,0.14050692778510093,0.359746557766525
Crypto,-0.02516291978492001,-0.034772725594296144,-0.00591877846824127,0.08722785451806041,0.05966716028047311,0.03867275026281743,0.062187481656227894,0.01768906277940629,-0.016590087217343796,-0.002710963134934122,-0.0014720880082738246,-0.004154918593906415,-0.02706737279517903,-0.03496708442361123,-0.0193668412474751,-0.04919206943946433,-0.0068777069445113345,-0.017333748495035883,-0.0025345042616964617,-0.04009997921421452,-0.06487779510724875,0.061947939550817704,0.09615906571016586,0.015132613632116987,0.052584415447367264,0.07694284691090457,0.07319680625508236,0.07529413162356738,0.047621661744269614,0.07076268893588603,0.008766367767544952,-0.004852683075895943,0.07999109385866403,0.0060902093989298,0.044734372329819985,0.030533169375878157,0.08592045936826051,0.09341868225781855,0.09208594342932935,0.025698477561989935,0.1187113897174403,0.1140329641895893,1.0,0.09749649922621197,0.06285587019243322,0.008541944937593082,0.06706106336506366,0.10010819071280853,0.022639170812284184,0.09002193930721616,0.09960999331335092
HasCopyrightInfo,-0.12642042258357322,-0.196859822728601,-0.022796088308521284,0.6136200897893563,0.34556566444599507,0.11439352477783375,0.3495301476529154,-0.04348360161399039,-0.006321012524688652,-0.014249303934339878,0.0021685602137413683,-0.015128012719977662,-0.14542053203777439,-0.24146806284344582,-0.10010331051863551,-0.3043355173705031,-0.01915299271645594,-0.07948898699953777,0.011859726222571858,-0.2205358054856121,-0.3848040163121437,0.4648355346102751,0.2260339283015147,-0.011908600639499627,0.3802748282656977,0.4421227065333944,0.41314399901497856,0.3901844823297903,0.3411178363529638,0.4638558276109826,-0.004488236371299765,-0.0499653519484375,0.5530170310666135,0.03445688816313076,0.20051561768179263,0.15198235890163964,0.6074791764401256,0.5138478418530569,0.4392929808068255,0.18447129875665955,0.195080430754712,0.2990466550973784,0.09749649922621197,1.0,0.2302587857240179,0.05827508124212991,0.314261955420731,0.2613224500498627,0.0999058345617221,0.214128319508662,0.7433575121575826
NoOfImage,-0.06463902681568212,-0.08345789316521925,-0.01650199415285456,0.2357280221891255,0.13593148976630393,0.05343199985267537,0.12861659691710686,-0.02907418824056412,-0.009473826674915708,-0.012996645239627258,-0.003829784081079767,-0.01049524519632897,-0.07206305995933161,-0.10773174938860042,-0.04764282733708758,-0.11427949286274103,-0.020480529352466366,-0.04680654088733463,-0.008791035735368222,-0.09834556216837484,-0.14692903133408197,0.17066440249600878,0.39537683068960267,0.0006094338770699469,0.13024776433177096,0.16271236656778873,0.15034468779313928,0.1596400723961739,0.12370874025917612,0.16366508444379718,0.04313471106598807,0.008913493877780803,0.22949675988380788,0.04726254119947484,0.24049961185437865,0.05964185988438695,0.2608038530350568,0.2161134521315349,0.20317695610809067,0.15875128385411238,0.20120778186563384,0.20337616664700897,0.06285587019243322,0.2302587857240179,1.0,0.2506926192450889,0.15210370228468265,0.29528619692795377,0.12433247272368861,0.21457166514748657,0.2746576771104898
NoOfCSS,-0.01450711979787818,-0.017595545177325672,-0.00414883084060777,0.05768258903725577,0.027943466048410928,0.008296283651846191,0.034469768387117114,-0.004248903468590372,-0.0010029332621281045,-0.002841441265736406,-0.0005773203257351959,-0.0023623859357798905,-0.01623566677742999,-0.023209990221223997,-0.01119038018711324,-0.02818161401075231,-0.004563341212014873,-0.010864737930206876,-0.001891531048455367,-0.022104509694060148,-0.031864360133424106,0.042893032162664234,0.13512411992867532,-0.0009544537907426188,0.03333161649019158,0.039421254874439385,0.03663278649740103,0.03305491649049964,0.04555751322215828,0.0488022005811597,0.006060756634368091,0.001613233829242984,0.04347601431949191,0.004689252051508494,0.025480307133398664,0.02372335367856818,0.0626652441411592,0.05630005174545624,0.058011783687229375,0.022352416551119154,0.016398921064785847,0.035918957611467316,0.008541944937593082,0.05827508124212991,0.2506926192450889,1.0,0.06254872826054021,0.0333142493733019,0.014054132541484767,0.032516803257534185,0.06810899607762141
NoOfJS,-0.07864303214147722,-0.10221637552856724,-0.0231260962211694,0.3156786168546694,0.1839004950219728,0.05847473098517826,0.1761186180628089,-0.024108577092786417,-0.010226317561353246,-0.0157003134532192,-0.0033557310412545395,-0.013051392197723423,-0.08849871235775278,-0.1269832037337382,-0.058646472179846226,-0.1497123980985689,-0.02611366427397193,-0.06268777785241192,-0.010538696532350521,-0.12251370361033892,-0.1959544607001934,0.23501041909560735,0.19729743434050084,0.004904788371173507,0.18461639046318484,0.214414105851812,0.19900286885771717,0.19290834404478868,0.2499674797684649,0.2706356517684789,0.030115457619282186,-0.012178347166279423,0.26880797052388306,0.025586769588825307,0.16463140496072406,0.11847478645676192,0.3551437432393425,0.30128970855992704,0.30354560307458894,0.14566100542682806,0.1290079196570756,0.21435631513905987,0.06706106336506366,0.314261955420731,0.15210370228468265,0.06254872826054021,1.0,0.1770121481720411,0.07714834096510745,0.15403139525473866,0.373500074312974
NoOfSelfRef,-0.07472202141173108,-0.09671157413380307,-0.01898145402477533,0.2715895608604117,0.14788090849873367,0.028216146288601016,0.14454304492027856,-0.04645144346991262,0.003107512459098803,-0.016541369688588457,-0.004827943488155161,-0.013189478080071882,-0.0832572431332984,-0.126915933982945,-0.05573580432403131,-0.13572971020844532,-0.024252130411087435,-0.05536508876240748,-0.010865173082761716,-0.11206795597798463,-0.16268732982717865,0.19272256173858449,0.404282252803115,-0.0024146249339036295,0.1464719287706269,0.17584491810611905,0.16162454929957965,0.1825999509357764,0.16276285575803867,0.1892305033202347,0.024281468136147098,-0.004282533950347476,0.23050567631805288,0.045823142411206524,0.13448087531326153,0.08029275364688068,0.29387041833397254,0.26924170313542145,0.23201990959558938,0.09848883908133158,0.16006972097974814,0.19780012397072724,0.10010819071280853,0.2613224500498627,0.29528619692795377,0.0333142493733019,0.1770121481720411,1.0,0.10530333103696851,0.7006683522041147,0.3162109345941451
NoOfEmptyRef,-0.02320609704152394,-0.03167286847733963,-0.0067934526511679435,0.09155576470424855,0.04996308586240264,0.015251621669066686,0.05085466715568824,-0.014442346219249263,0.001701913408606541,-0.004463316798957829,-0.0016013263249993225,-0.0038060828431306045,-0.025965320888984726,-0.039404586534836396,-0.01754686326690234,-0.0455241408135746,-0.007599191582588702,-0.015783106377977533,-0.003257234584612471,-0.03649693910323723,-0.05492836959950354,0.06825191448983979,0.13138243807902006,0.0003097311951643494,0.05352333289457822,0.059316810419644816,0.05499431847173303,0.05060109876027546,0.041145810277057354,0.0839096464184538,0.015263692392864731,-0.0010331637483015899,0.08810586059261089,0.007966535342151691,0.09118203123817424,0.03618969052254688,0.10357966374191727,0.0956109363377487,0.09645935893825654,0.09796002909024802,0.08434265336042195,0.08986230307983106,0.022639170812284184,0.0999058345617221,0.12433247272368861,0.014054132541484767,0.07714834096510745,0.10530333103696851,1.0,0.06344362117045986,0.10923484909816716
NoOfExternalRef,-0.05905495958936134,-0.07009857119334689,-0.015269191879923016,0.2219596206725415,0.12174510432777734,0.03318222919458858,0.12084053642100635,-0.026486294873167185,-0.0015381232996913626,-0.013342481091285299,-0.0035150240540169258,-0.010588213053427857,-0.06528640888161799,-0.09079864051946197,-0.04517495165992275,-0.1101856329498299,-0.01927834576426128,-0.04496040571294202,-0.008330526952861345,-0.09205767665765176,-0.13894958329345639,0.15921455489009484,0.3121033397902547,-0.0018443852909127486,0.1214347369081615,0.14919842698152402,0.137574818652467,0.12444600225235856,0.2123202761994458,0.1378524401636235,0.006177273284397643,-0.0004996821085913815,0.1624749877907344,0.05595829228599352,0.08883053440231602,0.10356364048465648,0.23900183030010733,0.22066509307979762,0.17221216448627338,0.05024125972028539,0.10308487070765056,0.14050692778510093,0.09002193930721616,0.214128319508662,0.21457166514748657,0.032516803257534185,0.15403139525473866,0.7006683522041147,0.06344362117045986,1.0,0.2586267998255845
label,-0.23344507450505575,-0.2831518897971003,-0.06020248983438859,0.8603580349950561,0.4677352998341208,0.09738926357111853,0.46974858996041274,-0.07915862308106525,-0.005955129316836137,-0.052472740482021024,-0.015314565572224246,-0.0419147398600309,-0.2580904986712053,-0.36779433694229197,-0.177980409934032,-0.432032148469367,-0.07696317102518686,-0.17562142325541866,-0.034621922367701924,-0.3588907898975622,-0.5335367395646079,0.6091318990621681,0.27225690388519175,-0.041110561921196165,0.4597246819667884,0.5849045815469741,0.5394186582391073,0.493710661407958,0.39261993295674086,0.5486075477021791,-0.046456137850176125,-0.07646302933726291,0.6902317838721203,0.04739104099530867,0.22582228184745096,0.167573506543909,0.7842545048611176,0.5785609362364157,0.5077314631770536,0.13818288763616843,0.18895899537842972,0.359746557766525,0.09960999331335092,0.7433575121575826,0.2746576771104898,0.06810899607762141,0.373500074312974,0.3162109345941451,0.10923484909816716,0.2586267998255845,1.0
